,Manuf,Model,Desc,Engine_Capacity,Fuel_Type,Powertrain,Euro_Standard,Diesel_VED_Supplement,Fuel_Cost,Electric_Cost,Total_Cost,Noise_Level
0,ABARTH,595,595 1.4 145 BHP Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",73.5
1,ABARTH,595,595 1.4 145 BHP Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,043",£0,"£2,043",73.5
2,ABARTH,595,595 1.4 145 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",73.5
3,ABARTH,595,595 1.4 145 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,043",£0,"£2,043",73.5
4,ABARTH,595,595 1.4 TJET 145bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",74.0
5,ABARTH,595,595 1.4 TJET 145bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,908",£0,"£1,908",74.0
6,ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",72.0
7,ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,881",£0,"£1,881",74.0
8,ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,962",£0,"£1,962",74.0
9,ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",72.0
10,ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,881",£0,"£1,881",74.0
11,ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,962",£0,"£1,962",74.0
12,ABARTH,595,595 Competizione 180 BHP Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,096",£0,"£2,096",74.0
13,ABARTH,595,595 Competizione 180 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,069",£0,"£2,069",71.5
14,ABARTH,595,595 Competizione 180 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,069",£0,"£2,069",71.5
15,ABARTH,595,595 Competizione 180 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,096",£0,"£2,096",74.0
16,ABARTH,595,595 ESSEESSE 1.4 TJET 180bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",72.0
17,ABARTH,595,595 ESSEESSE 1.4 TJET 180bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",72.0
18,ABARTH,595,595 SCORPIONEORO 1.4 TJET 165bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,962",£0,"£1,962",73.5
19,ABARTH,595,595 SCORPIONEORO 1.4 TJET 165bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",73.5
20,ABARTH,595,595 TURISMO 1.4 TJET 165bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",74.0
21,ABARTH,595,595 TURISMO 1.4 TJET 165bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",66.0
22,ABARTH,595,595 TURISMO 1.4 TJET 165bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,881",£0,"£1,881",74.0
23,ABARTH,595,595 TURISMO 1.4 TJET 165bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,908",£0,"£1,908",66.0
24,ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,774",£0,"£1,774",74.0
25,ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",66.0
26,ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,881",£0,"£1,881",74.0
27,ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,908",£0,"£1,908",66.0
28,ABARTH,595,595 Turismo 165 BHP Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",66.0
29,ABARTH,595,595 Turismo 165 BHP Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,962",£0,"£1,962",73.5
30,ABARTH,595,595 Turismo 165 BHP Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,069",£0,"£2,069",73.5
31,ABARTH,595,595 Turismo 165 BHP Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,150",£0,"£2,150",66.0
32,ABARTH,595,595 Turismo 165 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",66.0
33,ABARTH,595,595 Turismo 165 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,962",£0,"£1,962",73.5
34,ABARTH,595,595 Turismo 165 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,069",£0,"£2,069",73.5
35,ABARTH,595,595 Turismo 165 BHP Hatchback,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,150",£0,"£2,150",66.0
36,ABARTH,595,595 YAMAHA MONSTER  ENERGY 1.4 TJET 165bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,962",£0,"£1,962",73.5
37,ABARTH,595,595 YAMAHA MONSTER  ENERGY 1.4 TJET 165bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",73.5
38,ABARTH,595,695 RIVALE 1.4 TJET 180bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,069",£0,"£2,069",71.5
39,ABARTH,595,695 RIVALE 1.4 TJET 180bhp,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,096",£0,"£2,096",74.0
40,ABARTH,595,695 RIVALE 1.4 TJET 180bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,069",£0,"£2,069",71.5
41,ABARTH,595,695 RIVALE 1.4 TJET 180bhp Convertible,1368,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£2,096",£0,"£2,096",74.0
42,ALFA ROMEO,Giulia MY21,GIULIA GTA MY21 2.9 V6 BI-TURBO 540HP,2891,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,903",£0,"£2,903",71.0
43,ALFA ROMEO,Giulia MY21,GIULIA GTAm MY21 2.9 V6 BI-TURBO 540HP,2891,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,903",£0,"£2,903",71.0
44,ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 200HP SPRINT,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,935",£0,"£1,935",68.0
45,ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 200HP SPRINT,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",68.0
46,ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",67.0
47,ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",67.0
48,ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE TI,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",67.0
49,ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE TI,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",67.0
50,ALFA ROMEO,Giulia MY21,GIULIA QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,2891,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,714",£0,"£2,714",68.0
51,ALFA ROMEO,Giulia MY21,GIULIA QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,2891,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,768",£0,"£2,768",68.0
52,ALFA ROMEO,Giulia MY22,GIULIA MY21 2.0 TURBO PETROL 280HP ESTREMA,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,720",£0,"£1,720",67.0
53,ALFA ROMEO,Giulia MY22,GIULIA MY21 2.0 TURBO PETROL 280HP ESTREMA,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,069",£0,"£2,069",67.0
54,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 200HP AWD SPRINT,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,258",£0,"£2,258",68.0
55,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 200HP AWD SPRINT,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,473",£0,"£2,473",68.0
56,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,231",£0,"£2,231",68.0
57,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,446",£0,"£2,446",68.0
58,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE TI,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,231",£0,"£2,231",68.0
59,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE TI,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,446",£0,"£2,446",68.0
60,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 190HP AWD SPRINT,2143,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,709",£0,"£1,709",70.0
61,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 190HP AWD SPRINT,2143,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,883",£0,"£1,883",70.0
62,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 210HP AWD VELOCE,2143,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,709",£0,"£1,709",69.0
63,ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 210HP AWD VELOCE,2143,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,883",£0,"£1,883",69.0
64,ALFA ROMEO,Stelvio MY21,STELVIO QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,2891,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,171",£0,"£3,171",68.0
65,ALFA ROMEO,Stelvio MY22,STELVIO MY21 2.0 TURBO PETROL 280HP AWD ESTREMA,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,231",£0,"£2,231",68.0
66,ALFA ROMEO,Stelvio MY22,STELVIO MY21 2.0 TURBO PETROL 280HP AWD ESTREMA,1995,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,446",£0,"£2,446",68.0
67,ALPINE,A110,A110,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",69.0
68,ALPINE,A110,A110,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",69.0
69,ALPINE,A110,A110 Color Edition DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",72.0
70,ALPINE,A110,A110 Color Edition DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",72.0
71,ALPINE,A110,A110 GT,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",72.0
72,ALPINE,A110,A110 GT,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",72.0
73,ALPINE,A110,A110 Légende DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",69.0
74,ALPINE,A110,A110 Légende DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",69.0
75,ALPINE,A110,A110 Légende GT 2021 DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",72.0
76,ALPINE,A110,A110 Légende GT 2021 DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",72.0
77,ALPINE,A110,A110 Légende GT DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",69.0
78,ALPINE,A110,A110 Légende GT DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",69.0
79,ALPINE,A110,A110 Pure DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",69.0
80,ALPINE,A110,A110 Pure DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",69.0
81,ALPINE,A110,A110 S,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",72.0
82,ALPINE,A110,A110 S,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,881",£0,"£1,881",72.0
83,ALPINE,A110,A110 S DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",72.0
84,ALPINE,A110,A110 S DFull,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",72.0
85,ALPINE,A110,A110 Tour de Corse Edition,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",72.0
86,ALPINE,A110,A110 Tour de Corse Edition,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,828",£0,"£1,828",72.0
87,ALPINE,A110,Color Edition 2020,1799,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",71.0
88,ALPINE,A110,Color Edition 2020,1799,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",71.0
89,ALPINE,A110,Légende,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,854",£0,"£1,854",71.0
90,ALPINE,A110,Légende,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,854",£0,"£1,854",71.0
91,ALPINE,A110,Légende,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",71.0
92,ALPINE,A110,Légende,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,962",£0,"£1,962",71.0
93,ALPINE,A110,Légende GT,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",71.0
94,ALPINE,A110,Légende GT,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",71.0
95,ALPINE,A110,Pure,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,854",£0,"£1,854",71.0
96,ALPINE,A110,Pure,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,854",£0,"£1,854",71.0
97,ALPINE,A110,Pure,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",71.0
98,ALPINE,A110,Pure,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,962",£0,"£1,962",71.0
99,ALPINE,A110,S,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,935",£0,"£1,935",71.0
100,ALPINE,A110,S,1798,Petrol,Internal Combustion Engine (ICE),Euro 6d-TEMP,False,"£1,989",£0,"£1,989",71.0
101,ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V12 AMR RWD Automatic Coupe,5204,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,601",£0,"£3,601",70.3
102,ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Convertible,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,037",£0,"£3,037",73.0
103,ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Coupe,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,010",£0,"£3,010",72.0
104,ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Convertible,5204,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,628",£0,"£3,628",71.0
105,ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Coupe,5204,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,628",£0,"£3,628",72.0
106,ASTON MARTIN LAGONDA,DBX V8 MY2021,Hatchback,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,843",£0,"£3,843",73.0
107,ASTON MARTIN LAGONDA,DBX707 MY2023,DBX707 GPF Hatchback,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,816",£0,"£3,816",71.0
108,ASTON MARTIN LAGONDA,Speedster,Open Sportscar,5204,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,548",£0,"£3,548",74.0
109,ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Convertible,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,118",£0,"£3,118",74.0
110,ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Hatchback,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,118",£0,"£3,118",72.0
111,ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Automatic Convertible,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,118",£0,"£3,118",74.0
112,ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Automatic Hatchback,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,118",£0,"£3,118",72.0
113,ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Manual Hatchback,3982,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,252",£0,"£3,252",72.0
114,BENTLEY MOTORS,Bentayga MY21,Bentayga Hybrid,2995,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£914,"£1,163","£2,076",68.0
115,BENTLEY MOTORS,Bentayga V8 22MY,Bentayga V8,3996,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,494",£0,"£3,494",74.0
116,BENTLEY MOTORS,Continental GT MY22,Continental GT Speed,5950,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,682",£0,"£3,682",71.0
117,BENTLEY MOTORS,Continental GT MY22,Continental GT Speed Convertible,5950,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,789",£0,"£3,789",71.0
118,BENTLEY MOTORS,Continental GT V8 MY22,Continental GT V8,3996,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,252",£0,"£3,252",68.0
119,BENTLEY MOTORS,Continental GT V8 MY22,Continental GT V8 Convertible,3996,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,386",£0,"£3,386",68.0
120,BENTLEY MOTORS,Flying Spur MY22,Flying Spur V8,3996,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,413",£0,"£3,413",69.0
121,BENTLEY MOTORS,Flying Spur MY22,Flying Spur W12,5950,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£4,031",£0,"£4,031",68.0
122,BENTLEY MOTORS,Flying Spur MY22.5,Flying Spur Hybrid,2894,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£887,"£1,100","£1,986",69.0
123,CADILLAC,XT4,350D AWD AT9,1995,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,999",£0,"£1,999",69.3
124,CADILLAC,XT4,350D FWD AT9,1995,Diesel,Internal Combustion Engine (ICE),Euro 6d,False,"£1,854",£0,"£1,854",69.1
125,CADILLAC,XT4,350T AWD AT9,1998,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£2,499",£0,"£2,499",68.0
126,CHEVROLET,CORVETTE,Stingray Convertible 6.2L V8 AT8,6162,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,252",£0,"£3,252",71.6
127,CHEVROLET,CORVETTE,Stingray Coupe 6.2L V8 AT8,6162,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£3,252",£0,"£3,252",71.6
128,CHRYSLER JEEP,Compass,Limited 1.3 T4 130hp E6D final MT FWD,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",70.0
129,CHRYSLER JEEP,Compass,Limited 1.3 T4 130hp E6D final MT FWD,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,935",£0,"£1,935",70.0
130,CHRYSLER JEEP,Compass,Limited 1.5 e-Hybrid DCT FWD - RHD,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£1,532",£0,"£1,532",68.0
131,CHRYSLER JEEP,Compass,Limited 1.5 e-Hybrid DCT FWD - RHD,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£1,639",£0,"£1,639",68.0
132,CHRYSLER JEEP,Compass,Night Eagle 1.3 T4 130hp E6D final MT,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,801",£0,"£1,801",70.0
133,CHRYSLER JEEP,Compass,Night Eagle 1.3 T4 130hp E6D final MT,1332,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,935",£0,"£1,935",70.0
134,CHRYSLER JEEP,Compass,Night Eagle 1.5 e-Hybrid DCT FWD - RHD,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£1,532",£0,"£1,532",68.0
135,CHRYSLER JEEP,Compass,Night Eagle 1.5 e-Hybrid DCT FWD - RHD,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£1,639",£0,"£1,639",68.0
136,CHRYSLER JEEP,Compass,S 1.5 e-Hybrid DCT FWD - RHD,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£1,532",£0,"£1,532",68.0
137,CHRYSLER JEEP,Compass,S 1.5 e-Hybrid DCT FWD - RHD,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£1,639",£0,"£1,639",68.0
138,CHRYSLER JEEP,Compass,S-Model 1.3 T4 PHEV 240hp E6D final AT eAWD,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£484,£721,"£1,205",67.0
139,CHRYSLER JEEP,Compass,S-Model 1.3 T4 PHEV 240hp E6D final AT eAWD,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£538,£757,"£1,295",67.0
140,CHRYSLER JEEP,Compass,Trailhawk 1.3 GSE T4 PHEV 240hp E6D final AT eAWD,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£484,£721,"£1,205",67.0
141,CHRYSLER JEEP,Compass,Trailhawk 1.3 GSE T4 PHEV 240hp E6D final AT eAWD,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£538,£757,"£1,295",67.0
142,CHRYSLER JEEP,Compass,Upland 1.3 T4 PHEV 240hp E6D final AT eAWD,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£484,£721,"£1,205",67.0
143,CHRYSLER JEEP,Compass,Upland 1.3 T4 PHEV 240hp E6D final AT eAWD,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£538,£757,"£1,295",67.0
144,CHRYSLER JEEP,Compass,Upland 1.5 e-Hybrid DCT FWD - RHD,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£1,532",£0,"£1,532",68.0
145,CHRYSLER JEEP,Compass,Upland 1.5 e-Hybrid DCT FWD - RHD,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),Euro 6d,False,"£1,639",£0,"£1,639",68.0
146,CHRYSLER JEEP,Renegade 4xe,Limited 1.3 Turbo 4xe PHEV AT6 190HP,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£564,"£1,009","£1,574",72.0
147,CHRYSLER JEEP,Renegade 4xe,Limited 1.3 Turbo 4xe PHEV AT6 190HP,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£618,"£1,086","£1,704",72.0
148,CHRYSLER JEEP,Renegade 4xe,Longitude 1.3 Turbo 4xe PHEV AT6 190HP,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£564,"£1,009","£1,574",72.0
149,CHRYSLER JEEP,Renegade 4xe,Longitude 1.3 Turbo 4xe PHEV AT6 190HP,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£618,"£1,086","£1,704",72.0
150,CHRYSLER JEEP,Renegade 4xe,Trailhawk 1.3 Turbo 4xe PHEV AT6 240HP,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£591,"£1,045","£1,637",71.0
151,CHRYSLER JEEP,Renegade 4xe,Trailhawk 1.3 Turbo 4xe PHEV AT6 240HP,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),Euro 6d,False,£645,"£1,100","£1,745",71.0
152,CHRYSLER JEEP,Renegade MY21,80TH ANNIVERSARY 1.0 T3 120hp MT FWD,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,747",£0,"£1,747",66.0
153,CHRYSLER JEEP,Renegade MY21,80TH ANNIVERSARY 1.0 T3 120hp MT FWD,999,Petrol,Internal Combustion Engine (ICE),Euro 6d,False,"£1,908",£0,"£1,908",66.0
