Manuf,Model,Desc,Fuel_Type,Fuel_Cost,Electric_Cost,Total_Cost,Noise_Level
ABARTH,595,595 1.4 145 BHP Convertible,Petrol,1547.432487852163,0.0,1547.432487852163,73.5
ABARTH,595,595 1.4 145 BHP Convertible,Petrol,1633.8008127555397,0.0,1633.8008127555397,73.5
ABARTH,595,595 1.4 145 BHP Hatchback,Petrol,1547.432487852163,0.0,1547.432487852163,73.5
ABARTH,595,595 1.4 145 BHP Hatchback,Petrol,1633.8008127555397,0.0,1633.8008127555397,73.5
ABARTH,595,595 1.4 TJET 145bhp,Petrol,1461.8638696608548,0.0,1461.8638696608548,74.0
ABARTH,595,595 1.4 TJET 145bhp,Petrol,1525.8404066263188,0.0,1525.8404066263188,74.0
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,Petrol,1482.6562441746305,0.0,1482.6562441746305,72.0
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,Petrol,1504.2483254004749,0.0,1504.2483254004749,74.0
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp,Petrol,1569.024569078007,0.0,1569.024569078007,74.0
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,Petrol,1482.6562441746305,0.0,1482.6562441746305,72.0
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,Petrol,1504.2483254004749,0.0,1504.2483254004749,74.0
ABARTH,595,595 COMPETIZIONE 1.4 TJET 180bhp Convertible,Petrol,1569.024569078007,0.0,1569.024569078007,74.0
ABARTH,595,595 Competizione 180 BHP Convertible,Petrol,1676.1852684951593,0.0,1676.1852684951593,74.0
ABARTH,595,595 Competizione 180 BHP Hatchback,Petrol,1654.5931872693156,0.0,1654.5931872693156,71.5
ABARTH,595,595 Competizione 180 BHP Hatchback,Petrol,1676.1852684951593,0.0,1676.1852684951593,74.0
ABARTH,595,595 ESSEESSE 1.4 TJET 180bhp,Petrol,1482.6562441746305,0.0,1482.6562441746305,72.0
ABARTH,595,595 ESSEESSE 1.4 TJET 180bhp Convertible,Petrol,1482.6562441746305,0.0,1482.6562441746305,72.0
ABARTH,595,595 SCORPIONEORO 1.4 TJET 165bhp,Petrol,1569.024569078007,0.0,1569.024569078007,73.5
ABARTH,595,595 SCORPIONEORO 1.4 TJET 165bhp,Petrol,1654.5931872693156,0.0,1654.5931872693156,73.5
ABARTH,595,595 TURISMO 1.4 TJET 165bhp,Petrol,1418.6797072091665,0.0,1418.6797072091665,74.0
ABARTH,595,595 TURISMO 1.4 TJET 165bhp,Petrol,1461.8638696608548,0.0,1461.8638696608548,66.0
ABARTH,595,595 TURISMO 1.4 TJET 165bhp,Petrol,1504.2483254004749,0.0,1504.2483254004749,74.0
ABARTH,595,595 TURISMO 1.4 TJET 165bhp,Petrol,1525.8404066263188,0.0,1525.8404066263188,66.0
ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,Petrol,1418.6797072091665,0.0,1418.6797072091665,74.0
ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,Petrol,1461.8638696608548,0.0,1461.8638696608548,66.0
ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,Petrol,1504.2483254004749,0.0,1504.2483254004749,74.0
ABARTH,595,595 TURISMO 1.4 TJET 165bhp Convertible,Petrol,1525.8404066263188,0.0,1525.8404066263188,66.0
ABARTH,595,595 Turismo 165 BHP Convertible,Petrol,1547.432487852163,0.0,1547.432487852163,66.0
ABARTH,595,595 Turismo 165 BHP Convertible,Petrol,1569.024569078007,0.0,1569.024569078007,73.5
ABARTH,595,595 Turismo 165 BHP Convertible,Petrol,1654.5931872693156,0.0,1654.5931872693156,73.5
ABARTH,595,595 Turismo 165 BHP Convertible,Petrol,1719.3694309468478,0.0,1719.3694309468478,66.0
ABARTH,595,595 Turismo 165 BHP Hatchback,Petrol,1547.432487852163,0.0,1547.432487852163,66.0
ABARTH,595,595 Turismo 165 BHP Hatchback,Petrol,1569.024569078007,0.0,1569.024569078007,73.5
ABARTH,595,595 Turismo 165 BHP Hatchback,Petrol,1654.5931872693156,0.0,1654.5931872693156,73.5
ABARTH,595,595 Turismo 165 BHP Hatchback,Petrol,1719.3694309468478,0.0,1719.3694309468478,66.0
ABARTH,595,595 YAMAHA MONSTER  ENERGY 1.4 TJET 165bhp,Petrol,1569.024569078007,0.0,1569.024569078007,73.5
ABARTH,595,595 YAMAHA MONSTER  ENERGY 1.4 TJET 165bhp,Petrol,1654.5931872693156,0.0,1654.5931872693156,73.5
ABARTH,595,695 RIVALE 1.4 TJET 180bhp,Petrol,1654.5931872693156,0.0,1654.5931872693156,71.5
ABARTH,595,695 RIVALE 1.4 TJET 180bhp,Petrol,1676.1852684951593,0.0,1676.1852684951593,74.0
ABARTH,595,695 RIVALE 1.4 TJET 180bhp Convertible,Petrol,1654.5931872693156,0.0,1654.5931872693156,71.5
ABARTH,595,695 RIVALE 1.4 TJET 180bhp Convertible,Petrol,1676.1852684951593,0.0,1676.1852684951593,74.0
ALFA ROMEO,Giulia MY21,GIULIA GTA MY21 2.9 V6 BI-TURBO 540HP,Petrol,2321.5485851342787,0.0,2321.5485851342787,71.0
ALFA ROMEO,Giulia MY21,GIULIA GTAm MY21 2.9 V6 BI-TURBO 540HP,Petrol,2321.5485851342787,0.0,2321.5485851342787,71.0
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 200HP SPRINT,Petrol,1547.432487852163,0.0,1547.432487852163,68.0
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 200HP SPRINT,Petrol,1654.5931872693156,0.0,1654.5931872693156,68.0
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE,Petrol,1375.4955447574782,0.0,1375.4955447574782,67.0
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE,Petrol,1654.5931872693156,0.0,1654.5931872693156,67.0
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE TI,Petrol,1375.4955447574782,0.0,1375.4955447574782,67.0
ALFA ROMEO,Giulia MY21,GIULIA MY21 2.0 TURBO PETROL 280HP VELOCE TI,Petrol,1654.5931872693156,0.0,1654.5931872693156,67.0
ALFA ROMEO,Giulia MY21,GIULIA QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,Petrol,2170.4040165533697,0.0,2170.4040165533697,68.0
ALFA ROMEO,Giulia MY21,GIULIA QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,Petrol,2213.588179005058,0.0,2213.588179005058,68.0
ALFA ROMEO,Giulia MY22,GIULIA MY21 2.0 TURBO PETROL 280HP ESTREMA,Petrol,1375.4955447574782,0.0,1375.4955447574782,67.0
ALFA ROMEO,Giulia MY22,GIULIA MY21 2.0 TURBO PETROL 280HP ESTREMA,Petrol,1654.5931872693156,0.0,1654.5931872693156,67.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 200HP AWD SPRINT,Petrol,1805.7377558502242,0.0,1805.7377558502242,68.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 200HP AWD SPRINT,Petrol,1977.674698944909,0.0,1977.674698944909,68.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE,Petrol,1784.1456746243803,0.0,1784.1456746243803,68.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE,Petrol,1956.082617719065,0.0,1956.082617719065,68.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE TI,Petrol,1784.1456746243803,0.0,1784.1456746243803,68.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.0 TURBO PETROL 280HP AWD VELOCE TI,Petrol,1956.082617719065,0.0,1956.082617719065,68.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 190HP AWD SPRINT,Diesel,1366.698770924727,0.0,1366.698770924727,70.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 190HP AWD SPRINT,Diesel,1505.8477388246113,0.0,1505.8477388246113,70.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 210HP AWD VELOCE,Diesel,1366.698770924727,0.0,1366.698770924727,69.0
ALFA ROMEO,Stelvio MY21,STELVIO MY21 2.2 TURBO DIESEL 210HP AWD VELOCE,Diesel,1505.8477388246113,0.0,1505.8477388246113,69.0
ALFA ROMEO,Stelvio MY21,STELVIO QUADRIFOGLIO MY21 2.9 V6 BI-TURBO 510HP,Petrol,2535.8699839685837,0.0,2535.8699839685837,68.0
ALFA ROMEO,Stelvio MY22,STELVIO MY21 2.0 TURBO PETROL 280HP AWD ESTREMA,Petrol,1784.1456746243803,0.0,1784.1456746243803,68.0
ALFA ROMEO,Stelvio MY22,STELVIO MY21 2.0 TURBO PETROL 280HP AWD ESTREMA,Petrol,1956.082617719065,0.0,1956.082617719065,68.0
ALPINE,A110,A110,Petrol,1440.2717884350106,0.0,1440.2717884350106,69.0
ALPINE,A110,A110,Petrol,1461.8638696608548,0.0,1461.8638696608548,69.0
ALPINE,A110,A110 Color Edition DFull,Petrol,1482.6562441746305,0.0,1482.6562441746305,72.0
ALPINE,A110,A110 GT,Petrol,1461.8638696608548,0.0,1461.8638696608548,72.0
ALPINE,A110,A110 Légende DFull,Petrol,1440.2717884350106,0.0,1440.2717884350106,69.0
ALPINE,A110,A110 Légende DFull,Petrol,1461.8638696608548,0.0,1461.8638696608548,69.0
ALPINE,A110,A110 Légende GT 2021 DFull,Petrol,1461.8638696608548,0.0,1461.8638696608548,72.0
ALPINE,A110,A110 Légende GT DFull,Petrol,1461.8638696608548,0.0,1461.8638696608548,69.0
ALPINE,A110,A110 Pure DFull,Petrol,1440.2717884350106,0.0,1440.2717884350106,69.0
ALPINE,A110,A110 Pure DFull,Petrol,1461.8638696608548,0.0,1461.8638696608548,69.0
ALPINE,A110,A110 S,Petrol,1461.8638696608548,0.0,1461.8638696608548,72.0
ALPINE,A110,A110 S,Petrol,1504.2483254004749,0.0,1504.2483254004749,72.0
ALPINE,A110,A110 S DFull,Petrol,1482.6562441746305,0.0,1482.6562441746305,72.0
ALPINE,A110,A110 Tour de Corse Edition,Petrol,1461.8638696608548,0.0,1461.8638696608548,72.0
ALPINE,A110,Color Edition 2020,Petrol,1547.432487852163,0.0,1547.432487852163,71.0
ALPINE,A110,Légende,Petrol,1482.6562441746305,0.0,1482.6562441746305,71.0
ALPINE,A110,Légende,Petrol,1547.432487852163,0.0,1547.432487852163,71.0
ALPINE,A110,Légende,Petrol,1569.024569078007,0.0,1569.024569078007,71.0
ALPINE,A110,Légende GT,Petrol,1547.432487852163,0.0,1547.432487852163,71.0
ALPINE,A110,Pure,Petrol,1482.6562441746305,0.0,1482.6562441746305,71.0
ALPINE,A110,Pure,Petrol,1547.432487852163,0.0,1547.432487852163,71.0
ALPINE,A110,Pure,Petrol,1569.024569078007,0.0,1569.024569078007,71.0
ALPINE,A110,S,Petrol,1547.432487852163,0.0,1547.432487852163,71.0
ALPINE,A110,S,Petrol,1590.6166503038512,0.0,1590.6166503038512,71.0
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V12 AMR RWD Automatic Coupe,Petrol,2879.743870157953,0.0,2879.743870157953,70.3
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Convertible,Petrol,2428.709284551431,0.0,2428.709284551431,73.0
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Coupe,Petrol,2407.1172033255866,0.0,2407.1172033255866,72.0
ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Convertible,Petrol,2901.335951383797,0.0,2901.335951383797,71.0
ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Coupe,Petrol,2901.335951383797,0.0,2901.335951383797,72.0
ASTON MARTIN LAGONDA,DBX V8 MY2021,Hatchback,Petrol,3073.2728944784817,0.0,3073.2728944784817,73.0
ASTON MARTIN LAGONDA,DBX707 MY2023,DBX707 GPF Hatchback,Petrol,3051.6808132526376,0.0,3051.6808132526376,71.0
ASTON MARTIN LAGONDA,Speedster,Open Sportscar,Petrol,2837.359414418333,0.0,2837.359414418333,74.0
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Convertible,Petrol,2493.4855282289636,0.0,2493.4855282289636,74.0
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Hatchback,Petrol,2493.4855282289636,0.0,2493.4855282289636,72.0
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Automatic Convertible,Petrol,2493.4855282289636,0.0,2493.4855282289636,74.0
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Automatic Hatchback,Petrol,2493.4855282289636,0.0,2493.4855282289636,72.0
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Manual Hatchback,Petrol,2600.6462276461157,0.0,2600.6462276461157,72.0
BENTLEY MOTORS,Bentayga MY21,Bentayga Hybrid,Electricity / Petrol,730.9319348304274,930.0589061354343,1660.1911342537937,68.0
BENTLEY MOTORS,Bentayga V8 22MY,Bentayga V8,Petrol,2794.1752519666447,0.0,2794.1752519666447,74.0
BENTLEY MOTORS,Continental GT MY22,Continental GT Speed,Petrol,2944.5201138354855,0.0,2944.5201138354855,71.0
BENTLEY MOTORS,Continental GT MY22,Continental GT Speed Convertible,Petrol,3030.088732026794,0.0,3030.088732026794,71.0
BENTLEY MOTORS,Continental GT V8 MY22,Continental GT V8,Petrol,2600.6462276461157,0.0,2600.6462276461157,68.0
BENTLEY MOTORS,Continental GT V8 MY22,Continental GT V8 Convertible,Petrol,2707.806927063268,0.0,2707.806927063268,68.0
BENTLEY MOTORS,Flying Spur MY22,Flying Spur V8,Petrol,2729.3990082891123,0.0,2729.3990082891123,69.0
BENTLEY MOTORS,Flying Spur MY22,Flying Spur W12,Petrol,3223.6177563473225,0.0,3223.6177563473225,68.0
BENTLEY MOTORS,Flying Spur MY22.5,Flying Spur Hybrid,Electricity / Petrol,709.3398536045833,879.6773832751314,1588.2175301676464,69.0
CADILLAC,XT4,350D AWD AT9,Diesel,1598.6137174245343,0.0,1598.6137174245343,69.3
CADILLAC,XT4,350D FWD AT9,Diesel,1482.6562441746305,0.0,1482.6562441746305,69.1
CADILLAC,XT4,350T AWD AT9,Petrol,1998.467073458685,0.0,1998.467073458685,68.0
CHEVROLET,CORVETTE,Stingray Convertible 6.2L V8 AT8,Petrol,2600.6462276461157,0.0,2600.6462276461157,71.6
CHEVROLET,CORVETTE,Stingray Coupe 6.2L V8 AT8,Petrol,2600.6462276461157,0.0,2600.6462276461157,71.6
CHRYSLER JEEP,Compass,Limited 1.3 T4 130hp E6D final MT FWD,Petrol,1440.2717884350106,0.0,1440.2717884350106,70.0
CHRYSLER JEEP,Compass,Limited 1.3 T4 130hp E6D final MT FWD,Petrol,1547.432487852163,0.0,1547.432487852163,70.0
CHRYSLER JEEP,Compass,Limited 1.5 e-Hybrid DCT FWD - RHD,Petrol Electric,1225.1506828886374,0.0,1225.1506828886374,68.0
CHRYSLER JEEP,Compass,Limited 1.5 e-Hybrid DCT FWD - RHD,Petrol Electric,1310.7193010799458,0.0,1310.7193010799458,68.0
CHRYSLER JEEP,Compass,Night Eagle 1.3 T4 130hp E6D final MT,Petrol,1440.2717884350106,0.0,1440.2717884350106,70.0
CHRYSLER JEEP,Compass,Night Eagle 1.3 T4 130hp E6D final MT,Petrol,1547.432487852163,0.0,1547.432487852163,70.0
CHRYSLER JEEP,Compass,Night Eagle 1.5 e-Hybrid DCT FWD - RHD,Petrol Electric,1225.1506828886374,0.0,1225.1506828886374,68.0
CHRYSLER JEEP,Compass,Night Eagle 1.5 e-Hybrid DCT FWD - RHD,Petrol Electric,1310.7193010799458,0.0,1310.7193010799458,68.0
CHRYSLER JEEP,Compass,S 1.5 e-Hybrid DCT FWD - RHD,Petrol Electric,1225.1506828886374,0.0,1225.1506828886374,68.0
CHRYSLER JEEP,Compass,S 1.5 e-Hybrid DCT FWD - RHD,Petrol Electric,1310.7193010799458,0.0,1310.7193010799458,68.0
CHRYSLER JEEP,Compass,S-Model 1.3 T4 PHEV 240hp E6D final AT eAWD,Electricity / Petrol,387.05804864105784,576.5885394012453,963.646588042303,67.0
CHRYSLER JEEP,Compass,S-Model 1.3 T4 PHEV 240hp E6D final AT eAWD,Electricity / Petrol,430.24221109274606,605.3779810357041,1035.62019212845,67.0
CHRYSLER JEEP,Compass,Trailhawk 1.3 GSE T4 PHEV 240hp E6D final AT eAWD,Electricity / Petrol,387.05804864105784,576.5885394012453,963.646588042303,67.0
CHRYSLER JEEP,Compass,Trailhawk 1.3 GSE T4 PHEV 240hp E6D final AT eAWD,Electricity / Petrol,430.24221109274606,605.3779810357041,1035.62019212845,67.0
CHRYSLER JEEP,Compass,Upland 1.3 T4 PHEV 240hp E6D final AT eAWD,Electricity / Petrol,387.05804864105784,576.5885394012453,963.646588042303,67.0
CHRYSLER JEEP,Compass,Upland 1.3 T4 PHEV 240hp E6D final AT eAWD,Electricity / Petrol,430.24221109274606,605.3779810357041,1035.62019212845,67.0
CHRYSLER JEEP,Compass,Upland 1.5 e-Hybrid DCT FWD - RHD,Petrol Electric,1225.1506828886374,0.0,1225.1506828886374,68.0
CHRYSLER JEEP,Compass,Upland 1.5 e-Hybrid DCT FWD - RHD,Petrol Electric,1310.7193010799458,0.0,1310.7193010799458,68.0
CHRYSLER JEEP,Renegade 4xe,Limited 1.3 Turbo 4xe PHEV AT6 190HP,Electricity / Petrol,451.03458560652194,806.9040724769161,1258.7383647955062,72.0
CHRYSLER JEEP,Renegade 4xe,Limited 1.3 Turbo 4xe PHEV AT6 190HP,Electricity / Petrol,494.21874805821017,868.4814893061751,1362.7002373643852,72.0
CHRYSLER JEEP,Renegade 4xe,Longitude 1.3 Turbo 4xe PHEV AT6 190HP,Electricity / Petrol,451.03458560652194,806.9040724769161,1258.7383647955062,72.0
CHRYSLER JEEP,Renegade 4xe,Longitude 1.3 Turbo 4xe PHEV AT6 190HP,Electricity / Petrol,494.21874805821017,868.4814893061751,1362.7002373643852,72.0
CHRYSLER JEEP,Renegade 4xe,Trailhawk 1.3 Turbo 4xe PHEV AT6 240HP,Electricity / Petrol,472.626666832366,835.6935141113748,1309.1198876558092,71.0
CHRYSLER JEEP,Renegade 4xe,Trailhawk 1.3 Turbo 4xe PHEV AT6 240HP,Electricity / Petrol,515.8108292840543,879.6773832751314,1395.4882125591857,71.0
CHRYSLER JEEP,Renegade MY21,80TH ANNIVERSARY 1.0 T3 120hp MT FWD,Petrol,1397.0876259833224,0.0,1397.0876259833224,66.0
CHRYSLER JEEP,Renegade MY21,80TH ANNIVERSARY 1.0 T3 120hp MT FWD,Petrol,1525.8404066263188,0.0,1525.8404066263188,66.0
CHRYSLER JEEP,Renegade MY21,80TH ANNIVERSARY 1.3 150hp T4 DDCT FWD,Petrol,1418.6797072091665,0.0,1418.6797072091665,68.0
CHRYSLER JEEP,Renegade MY21,80TH ANNIVERSARY 1.3 150hp T4 DDCT FWD,Petrol,1525.8404066263188,0.0,1525.8404066263188,68.0
CHRYSLER JEEP,Renegade MY21,LIMITED 1.0 T3 120hp MT FWD,Petrol,1397.0876259833224,0.0,1397.0876259833224,66.0
CHRYSLER JEEP,Renegade MY21,LIMITED 1.0 T3 120hp MT FWD,Petrol,1525.8404066263188,0.0,1525.8404066263188,66.0
CHRYSLER JEEP,Renegade MY21,LIMITED 1.3 150hp T4 DDCT FWD,Petrol,1418.6797072091665,0.0,1418.6797072091665,68.0
CHRYSLER JEEP,Renegade MY21,LIMITED 1.3 150hp T4 DDCT FWD,Petrol,1525.8404066263188,0.0,1525.8404066263188,68.0
CHRYSLER JEEP,Renegade MY21,LONGITUDE 1.0 T3 120hp MT FWD,Petrol,1397.0876259833224,0.0,1397.0876259833224,66.0
CHRYSLER JEEP,Renegade MY21,LONGITUDE 1.0 T3 120hp MT FWD,Petrol,1525.8404066263188,0.0,1525.8404066263188,66.0
CHRYSLER JEEP,Renegade MY21,LONGITUDE 1.3 150hp T4 DDCT FWD,Petrol,1418.6797072091665,0.0,1418.6797072091665,68.0
CHRYSLER JEEP,Renegade MY21,LONGITUDE 1.3 150hp T4 DDCT FWD,Petrol,1525.8404066263188,0.0,1525.8404066263188,68.0
CHRYSLER JEEP,Renegade MY21,NIGHT EAGLE 1.0 T3 120hp MT FWD,Petrol,1397.0876259833224,0.0,1397.0876259833224,66.0
CHRYSLER JEEP,Renegade MY21,NIGHT EAGLE 1.0 T3 120hp MT FWD,Petrol,1525.8404066263188,0.0,1525.8404066263188,66.0
CHRYSLER JEEP,Renegade MY21,NIGHT EAGLE 1.3 150hp T4 DDCT FWD,Petrol,1418.6797072091665,0.0,1418.6797072091665,68.0
CHRYSLER JEEP,Renegade MY21,NIGHT EAGLE 1.3 150hp T4 DDCT FWD,Petrol,1525.8404066263188,0.0,1525.8404066263188,68.0
CHRYSLER JEEP,Renegade MY22,S MY22 1.3 PHEV 240HP AT eAWD,Electricity / Petrol,408.650129866902,572.5900058409037,981.2401357078057,71.0
CHRYSLER JEEP,Renegade MY22,S MY22 1.3 PHEV 240HP AT eAWD,Electricity / Petrol,451.03458560652194,605.3779810357041,1056.412566642226,71.0
CHRYSLER JEEP,Renegade MY22,S MY22 1.5 e-Hybrid 130HP MT FWD,Petrol Electric,1246.7427641144818,0.0,1246.7427641144818,67.0
CHRYSLER JEEP,Renegade MY22,S MY22 1.5 e-Hybrid 130HP MT FWD,Petrol Electric,1332.3113823057897,0.0,1332.3113823057897,67.0
CHRYSLER JEEP,Renegade MY22,Upland MY22 1.3 PHEV 240HP AT eAWD,Electricity / Petrol,408.650129866902,572.5900058409037,981.2401357078057,71.0
CHRYSLER JEEP,Renegade MY22,Upland MY22 1.3 PHEV 240HP AT eAWD,Electricity / Petrol,451.03458560652194,605.3779810357041,1056.412566642226,71.0
CHRYSLER JEEP,Wrangler,2 Door 80th Anniversary 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2213.588179005058,0.0,2213.588179005058,72.0
CHRYSLER JEEP,Wrangler,2 Door 80th Anniversary 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2385.525122099743,0.0,2385.525122099743,72.0
CHRYSLER JEEP,Wrangler,2 Door Overland 2.0 GME 272hp 4x4 Auto8 - MY21,Petrol,2213.588179005058,0.0,2213.588179005058,72.0
CHRYSLER JEEP,Wrangler,2 Door Overland 2.0 GME 272hp 4x4 Auto8 - MY21,Petrol,2385.525122099743,0.0,2385.525122099743,72.0
CHRYSLER JEEP,Wrangler,2 Door Rubicon 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2450.301365777275,0.0,2450.301365777275,73.0
CHRYSLER JEEP,Wrangler,2 Door Rubicon 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2643.830390097804,0.0,2643.830390097804,73.0
CHRYSLER JEEP,Wrangler,2 Door Sahara 2.0 GME 272hp 4x4 Auto8 - MY21,Petrol,2213.588179005058,0.0,2213.588179005058,72.0
CHRYSLER JEEP,Wrangler,2 Door Sahara 2.0 GME 272hp 4x4 Auto8 - MY21,Petrol,2385.525122099743,0.0,2385.525122099743,72.0
CHRYSLER JEEP,Wrangler,4 Door 80th Anniversary 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2213.588179005058,0.0,2213.588179005058,73.0
CHRYSLER JEEP,Wrangler,4 Door 80th Anniversary 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2385.525122099743,0.0,2385.525122099743,73.0
CHRYSLER JEEP,Wrangler,4 Door Overland 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2213.588179005058,0.0,2213.588179005058,73.0
CHRYSLER JEEP,Wrangler,4 Door Overland 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2385.525122099743,0.0,2385.525122099743,73.0
CHRYSLER JEEP,Wrangler,4 Door Rubicon 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2450.301365777275,0.0,2450.301365777275,72.0
CHRYSLER JEEP,Wrangler,4 Door Rubicon 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2643.830390097804,0.0,2643.830390097804,72.0
CHRYSLER JEEP,Wrangler,4 Door Sahara 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2213.588179005058,0.0,2213.588179005058,73.0
CHRYSLER JEEP,Wrangler,4 Door Sahara 2.0 GME 272hp 4x4 Auto8 MY21,Petrol,2385.525122099743,0.0,2385.525122099743,73.0
CITROEN,Berlingo,Blue HDI 100,Diesel,1366.698770924727,0.0,1366.698770924727,68.0
CITROEN,Berlingo,Blue HDI 100,Diesel,1413.0817602246882,0.0,1413.0817602246882,68.0
CITROEN,Berlingo,Blue HDI 100,Diesel,1482.6562441746305,0.0,1482.6562441746305,68.0
CITROEN,Berlingo,Blue HDI 130,Diesel,1343.5072762747461,0.0,1343.5072762747461,68.0
CITROEN,Berlingo,Blue HDI 130,Diesel,1366.698770924727,0.0,1366.698770924727,68.0
CITROEN,Berlingo,Blue HDI 130,Diesel,1413.0817602246882,0.0,1413.0817602246882,68.0
CITROEN,Berlingo,Blue HDI 130,Diesel,1505.8477388246113,0.0,1505.8477388246113,68.0
CITROEN,Berlingo,Blue HDI 130 EAT8,Diesel,1436.273254874669,0.0,1436.273254874669,69.0
CITROEN,Berlingo,Blue HDI 130 EAT8,Diesel,1552.2307281245728,0.0,1552.2307281245728,69.0
CITROEN,Berlingo,PureTech 110,Petrol,1590.6166503038512,0.0,1590.6166503038512,69.0
CITROEN,Berlingo,PureTech 110,Petrol,1676.1852684951593,0.0,1676.1852684951593,69.0
CITROEN,Berlingo,PureTech 130 EAT8,Petrol,1654.5931872693156,0.0,1654.5931872693156,67.0
CITROEN,Berlingo,PureTech 130 EAT8,Petrol,1848.1222115898443,0.0,1848.1222115898443,67.0
CITROEN,C1,1.0L S&S 5-speed manual,Petrol,1117.9899834714852,0.0,1117.9899834714852,69.0
CITROEN,C1,1.0L S&S 5-speed manual,Petrol,1225.1506828886374,0.0,1225.1506828886374,69.0
CITROEN,C3 Aircross SUV,Blue HDi 110 6-speed manual,Diesel,1157.9753190749002,0.0,1157.9753190749002,68.0
CITROEN,C3 Aircross SUV,Blue HDi 110 6-speed manual,Diesel,1181.166813724881,0.0,1181.166813724881,68.0
CITROEN,C3 Aircross SUV,PureTech 110,Petrol,1461.8638696608548,0.0,1461.8638696608548,67.0
CITROEN,C3 Aircross SUV,PureTech 110,Petrol,1654.5931872693156,0.0,1654.5931872693156,67.0
CITROEN,C3 Aircross SUV,PureTech 130 EAT8,Petrol,1504.2483254004749,0.0,1504.2483254004749,67.0
CITROEN,C3 Aircross SUV,PureTech 130 EAT8,Petrol,1869.7142928156886,0.0,1869.7142928156886,67.0
CITROEN,C4 Cactus Hatch,Blue HDi 100 S&S 6-speed manual,Diesel,1157.9753190749002,0.0,1157.9753190749002,68.0
CITROEN,C4 Cactus Hatch,Blue HDi 100 S&S 6-speed manual,Diesel,1227.5498030248425,0.0,1227.5498030248425,68.0
CITROEN,C4 Cactus Hatch,Blue HDi 120 S&S EAT6 automatic,Diesel,1227.5498030248425,0.0,1227.5498030248425,68.0
CITROEN,C4 Cactus Hatch,Blue HDi 120 S&S EAT6 automatic,Diesel,1436.273254874669,0.0,1436.273254874669,68.0
CITROEN,C4 Cactus Hatch,PureTech 110 S&S 6-speed manual,Petrol,1461.8638696608548,0.0,1461.8638696608548,69.0
